ID,DriverTenure,FleetRole,DriverType,DO,WorkingHours,AVGTicket,Cost,LoadFactor,FrequentMoment,CorpProd,FrequentZone,Churn
3003,1 - 2 months,DWC,New,2,1.37,186.75,357,0.5981,HDM,NO,HDZ,YES
3004,More than 12 months,DWC,Recurrent,39,21.8,228.63,6526,0.827,HDM,NO,HDZ,NO
3005,1 - 2 months,DWC,New,3,2.51,192.2,470,0.6015,HDM,NO,HDZ,YES
3006,1 - 2 months,DWC,New,1,6.07,86.21,83,0.0488,HDM,NO,LDZ,YES
3007,1 - 2 months,DWOC,Recurrent,483,295.73,267.61,97273,0.7595,HDM,YES,HDZ,NO
3008,7-12 months,DWC,Recurrent,26,16.92,290.86,5504,0.901,HDM,NO,HDZ,YES
3009,1 - 2 months,DWOC,Recurrent,146,100.52,280.86,31249,0.7576,HDM,YES,HDZ,NO
3010,1 - 2 months,DWC,New,22,21.86,326.04,6174,0.5661,HDM,NO,HDZ,NO
3011,3 - 6 months,DWC,Recurrent,251,127.45,277.44,51184,0.8655,HDM,NO,HDZ,NO
3012,3 - 6 months,DWC,Recurrent,138,95.59,225.33,23110,0.6302,LDM,NO,HDZ,NO
3013,1 - 2 months,DWC,Recurrent,2,4.8,466.23,897,0.3528,HDM,NO,LDZ,YES
3014,1 - 2 months,DWC,Recurrent,13,21.54,146.5,1825,0.241,HDM,NO,HDZ,NO
3015,7-12 months,DWC,Recurrent,82,58.15,277.18,18806,0.7201,HDM,YES,LDZ,NO
3016,3 - 6 months,DWC,Recurrent,78,61.96,165.59,12168,0.5222,HDM,NO,HDZ,NO
3017,7-12 months,DWC,Recurrent,168,138.18,308.5,39339,0.7335,HDM,YES,HDZ,NO
3018,1 - 2 months,DWC,New,8,22.48,223.87,1438,0.1728,HDM,NO,HDZ,YES
3019,1 - 2 months,DWC,Recurrent,45,24.27,107.29,4450,0.5045,LDM,NO,HDZ,NO
3020,1 - 2 months,DWC,New,4,3.32,215.65,752,0.6697,HDM,NO,LDZ,YES
3021,3 - 6 months,DWC,Recurrent,72,53.23,281.76,14880,0.5408,HDM,NO,HDZ,NO
3022,1 - 2 months,DWC,Recurrent,43,24.16,247.79,7850,0.7982,HDM,NO,HDZ,YES
3023,7-12 months,DWC,Recurrent,7,7.63,315.26,2120,0.5845,HDM,NO,LDZ,YES
3024,3 - 6 months,DWC,Recurrent,140,125.79,214.42,22818,0.5106,HDM,NO,HDZ,YES
3025,3 - 6 months,DWC,Recurrent,142,85.45,280.11,30406,0.7846,HDM,YES,HDZ,NO
3026,3 - 6 months,DWC,Recurrent,105,77.96,215.38,20631,0.6728,HDM,NO,LDZ,NO
3027,More than 12 months,DWC,Recurrent,102,68.87,275.88,21106,0.7465,HDM,YES,HDZ,YES
3028,3 - 6 months,DWC,Recurrent,188,91.88,161.84,27430,0.5908,LDM,NO,LDZ,NO
3029,7-12 months,DWC,Recurrent,299,206.12,308.84,69981,0.7665,HDM,YES,HDZ,NO
3030,1 - 2 months,DWC,New,2,0.81,112.25,215,0.7118,LDM,NO,LDZ,YES
3031,1 - 2 months,DWOC,Recurrent,50,40.48,309.89,12214,0.7074,HDM,NO,HDZ,YES
3032,3 - 6 months,DWC,Reactivated,2,4.76,314.5,452,0.2607,HDM,NO,HDZ,YES
3033,3 - 6 months,DWC,Recurrent,111,70.06,272.38,22647,0.7431,HDM,NO,HDZ,NO
3034,More than 12 months,DWC,Recurrent,286,144.79,255.55,54751,0.7574,HDM,YES,HDZ,NO
3035,7-12 months,DWC,Recurrent,74,54.06,184.55,10765,0.5371,HDM,YES,HDZ,NO
3036,1 - 2 months,DWC,New,1,0.68,78.38,75,0.3899,HDM,NO,LDZ,YES
3037,1 - 2 months,DWOC,Recurrent,189,121.37,241.88,34176,0.7275,HDM,NO,HDZ,NO
3038,3 - 6 months,DWC,Recurrent,25,38.16,147.4,3281,0.5058,HDM,NO,HDZ,YES
3039,7-12 months,DWC,Recurrent,17,11.26,253.86,3730,0.7179,HDM,NO,LDZ,NO
3040,3 - 6 months,DWC,Recurrent,4,8.64,118.88,455,0.2329,HDM,NO,LDZ,YES
3041,1 - 2 months,DWC,New,93,72.44,255.49,19053,0.5626,HDM,NO,HDZ,NO
3042,7-12 months,DWC,Recurrent,54,38.22,262.28,10417,0.7171,HDM,NO,HDZ,NO
3043,More than 12 months,DWOC,Recurrent,164,69.14,199.32,23820,0.6989,HDM,YES,HDZ,NO
3044,1 - 2 months,DWC,New,1,1.41,113.98,109,0.2587,HDM,NO,LDZ,YES
3045,7-12 months,DWC,Recurrent,362,231.18,250.45,68825,0.7191,HDM,NO,HDZ,NO
3046,1 - 2 months,DWC,New,59,72.08,177.63,9057,0.331,LDM,NO,HDZ,NO
3047,3 - 6 months,DWC,Recurrent,10,12.63,165.99,1588,0.4091,HDM,NO,LDZ,YES
3048,More than 12 months,DWC,Reactivated,25,22.72,291.39,5778,0.5487,HDM,NO,HDZ,YES
3049,1 - 2 months,DWC,New,7,5.33,236,1583,0.6957,HDM,NO,LDZ,YES
3050,1 - 2 months,DWC,New,30,24.81,171.58,4926,0.5087,LDM,NO,HDZ,YES
3051,More than 12 months,DWC,Recurrent,129,56.63,195.72,18565,0.7852,HDM,YES,HDZ,NO
3052,7-12 months,DWC,Recurrent,256,165.91,266.16,50549,0.8216,HDM,YES,HDZ,NO
3053,3 - 6 months,DWOC,Recurrent,282,186.97,238.52,51191,0.6073,LDM,YES,HDZ,NO
3054,3 - 6 months,DWOC,Recurrent,494,253.74,269.08,98258,0.7106,LDM,YES,HDZ,NO
3055,7-12 months,DWC,Recurrent,254,200.66,362.32,69208,0.7728,HDM,YES,HDZ,NO
3056,7-12 months,DWC,Recurrent,1,0.41,101.5,97,0.5475,LDM,NO,HDZ,YES
3057,1 - 2 months,DWC,New,16,14.63,189.51,2303,0.3973,HDM,NO,HDZ,YES
3058,1 - 2 months,DWOC,New,4,3.15,325.47,940,0.7115,HDM,NO,HDZ,YES
3059,1 - 2 months,DWC,Recurrent,2,0.84,69.5,133,0.4454,HDM,NO,LDZ,YES
3060,1 - 2 months,DWC,New,20,34.54,140.38,2428,0.1961,HDM,NO,LDZ,YES
3061,3 - 6 months,DWC,Recurrent,5,14.8,156.63,718,0.142,HDM,NO,HDZ,YES
3062,More than 12 months,DWC,Recurrent,101,125.25,445.14,34010,0.4141,LDM,YES,HDZ,NO
3063,1 - 2 months,DWOC,Recurrent,99,61.12,271.92,19849,0.7207,LDM,YES,HDZ,NO
3064,7-12 months,DWC,Recurrent,203,128.12,291.01,46650,0.7656,HDM,YES,HDZ,NO
3065,1 - 2 months,DWC,New,25,42.74,248.44,5954,0.2884,HDM,NO,LDZ,YES
3066,3 - 6 months,DWC,Recurrent,7,4.42,313.36,1587,0.9576,HDM,NO,HDZ,NO
3067,More than 12 months,DWC,Recurrent,86,95.64,389.56,25391,0.527,HDM,YES,HDZ,NO
3068,1 - 2 months,DWC,Recurrent,30,48.29,298.74,8550,0.4771,LDM,NO,LDZ,YES
3069,3 - 6 months,DWC,Recurrent,187,144.72,283.26,39599,0.7342,HDM,YES,HDZ,NO
3070,More than 12 months,DWOC,Recurrent,159,363.16,907.39,108024,0.3971,HDM,YES,HDZ,NO
3071,1 - 2 months,DWC,New,2,2.63,79.69,153,0.2182,HDM,NO,HDZ,YES
3072,1 - 2 months,DWC,New,1,2.59,269.16,258,0.3309,HDM,NO,LDZ,YES
3073,More than 12 months,DWC,Recurrent,147,205.93,406.53,46416,0.44,HDM,YES,HDZ,NO
3074,1 - 2 months,DWC,New,22,19.21,197.98,4174,0.6126,HDM,NO,HDZ,NO
3075,3 - 6 months,DWC,Recurrent,153,125.63,296.13,33564,0.7148,HDM,YES,HDZ,YES
3076,3 - 6 months,DWC,Recurrent,2,0.97,94.44,181,0.5702,HDM,NO,LDZ,YES
3077,More than 12 months,DWC,Recurrent,142,102.98,333.3,36728,0.7458,HDM,YES,HDZ,NO
3078,More than 12 months,DWC,Recurrent,13,13.52,283.08,3312,0.6634,HDM,NO,HDZ,YES
3079,3 - 6 months,DWC,Recurrent,118,70.93,254.54,24025,0.7122,HDM,NO,HDZ,NO
3080,1 - 2 months,DWC,Recurrent,9,11.74,283.69,1935,0.3486,HDM,NO,HDZ,YES
3081,7-12 months,DWC,Recurrent,209,148.18,298.53,47793,0.749,HDM,YES,HDZ,NO
3082,7-12 months,DWC,Recurrent,94,72.03,254.49,17957,0.7086,HDM,YES,HDZ,YES
3083,1 - 2 months,DWOC,Recurrent,473,301.25,268.51,95368,0.7213,HDM,YES,HDZ,NO
3084,7-12 months,DWC,Recurrent,136,96.86,332.4,33899,0.762,HDM,YES,HDZ,NO
3085,7-12 months,DWC,Recurrent,420,251.07,262.62,81826,0.7491,HDM,NO,HDZ,NO
3086,7-12 months,DWC,Recurrent,78,65.68,419.66,24816,0.6723,HDM,YES,HDZ,NO
3087,More than 12 months,DWC,Reactivated,54,30.79,314.94,12565,0.6617,HDM,YES,HDZ,NO
3088,1 - 2 months,DWC,New,6,9.67,182.39,802,0.2587,HDM,NO,HDZ,YES
3089,More than 12 months,DWC,Recurrent,260,140.1,301.25,58542,0.8417,HDM,YES,HDZ,NO
3090,1 - 2 months,DWC,New,2,2.77,138.45,199,0.3008,HDM,NO,LDZ,YES
3091,1 - 2 months,DWC,New,1,5.26,235.64,236,0.0732,HDM,NO,HDZ,YES
3092,3 - 6 months,DWC,Recurrent,166,128.32,190.04,27151,0.5368,HDM,NO,HDZ,NO
3093,1 - 2 months,DWC,Recurrent,27,17.04,201.76,5082,0.84,HDM,NO,LDZ,YES
3094,More than 12 months,DWC,Recurrent,379,251.69,314.56,89448,0.7817,HDM,YES,HDZ,NO
3095,3 - 6 months,DWC,Recurrent,10,5.77,213.9,1727,0.5726,HDM,NO,HDZ,YES
3096,More than 12 months,DWOC,Recurrent,69,61.89,323.43,16655,0.548,LDM,YES,HDZ,NO
3097,More than 12 months,DWC,Recurrent,156,103.51,362.27,42708,0.7729,HDM,YES,HDZ,YES
3098,More than 12 months,DWC,Recurrent,141,98.86,292.2,31726,0.7755,HDM,YES,HDZ,NO
3099,3 - 6 months,DWC,Recurrent,287,199.78,288.94,61161,0.6393,HDM,NO,HDZ,NO
3100,3 - 6 months,DWOC,Recurrent,314,229.61,240.12,56366,0.5707,HDM,YES,HDZ,YES
3101,1 - 2 months,DWC,New,4,8.6,160.13,613,0.1943,HDM,NO,LDZ,YES
3102,1 - 2 months,DWOC,Recurrent,370,256.36,336.61,95976,0.7975,HDM,YES,HDZ,NO
3103,3 - 6 months,DWC,Recurrent,30,16.22,212.89,4704,0.7355,HDM,NO,HDZ,NO
3104,3 - 6 months,DWC,Recurrent,2,9.93,373.61,560,0.121,HDM,NO,HDZ,NO
3105,1 - 2 months,DWC,New,5,2.76,142.63,685,0.6083,HDM,NO,LDZ,YES
3106,7-12 months,DWC,Recurrent,203,121.18,243.56,37284,0.6742,HDM,NO,HDZ,NO
3107,1 - 2 months,DWC,Recurrent,3,3.37,252.43,725,0.5767,HDM,NO,HDZ,YES
3108,7-12 months,DWC,Recurrent,48,26.51,236.67,8387,0.7198,HDM,YES,HDZ,NO
3109,1 - 2 months,DWC,Recurrent,1,0.56,86.5,83,0.435,LDM,NO,LDZ,YES
3110,7-12 months,DWC,Recurrent,111,76.82,321.75,26500,0.5765,LDM,YES,HDZ,NO
3111,1 - 2 months,DWC,Recurrent,9,6.5,244.08,1595,0.7206,HDM,NO,HDZ,YES
3112,1 - 2 months,DWC,Recurrent,1,0.48,82.54,79,0.5192,HDM,NO,HDZ,YES
3113,1 - 2 months,DWC,Recurrent,3,2.87,208.25,523,0.4308,HDM,NO,HDZ,YES
3114,1 - 2 months,DWC,Recurrent,36,19.82,176.99,6086,0.7146,HDM,NO,LDZ,NO
3115,More than 12 months,DWC,Recurrent,193,143.99,352.2,52015,0.8411,HDM,YES,HDZ,NO
3116,3 - 6 months,DWC,Recurrent,4,2.41,339.79,1004,0.8937,HDM,NO,HDZ,YES
3117,3 - 6 months,DWC,Reactivated,2,1.09,91.46,175,0.678,HDM,NO,LDZ,YES
3118,7-12 months,DWC,Recurrent,28,29.62,421.44,8977,0.5071,HDM,YES,HDZ,NO
3119,7-12 months,DWOC,Recurrent,89,70.96,240.72,15681,0.6054,HDM,YES,HDZ,YES
3120,1 - 2 months,DWC,New,1,4.17,228.36,219,0.1647,HDM,NO,HDZ,YES
3121,3 - 6 months,DWOC,Recurrent,225,176.69,183.81,30527,0.4977,HDM,YES,HDZ,YES
3122,1 - 2 months,DWC,Recurrent,11,8.16,265.43,2165,0.6003,HDM,NO,HDZ,NO
3123,7-12 months,DWOC,Recurrent,140,100.38,261.01,27097,0.6389,HDM,YES,HDZ,NO
3124,More than 12 months,DWC,Recurrent,80,39.11,241.91,14649,0.746,HDM,YES,HDZ,NO
3125,More than 12 months,DWC,Recurrent,115,98.89,488.64,42532,0.7666,HDM,YES,HDZ,NO
3126,1 - 2 months,DWC,Recurrent,42,32.48,175.79,6993,0.5534,HDM,NO,HDZ,YES
3127,3 - 6 months,DWC,Reactivated,7,7.92,256.96,1497,0.5482,HDM,NO,LDZ,YES
3128,1 - 2 months,DWC,New,5,5.7,149.9,613,0.2475,LDM,NO,HDZ,YES
3129,More than 12 months,DWC,Recurrent,111,103.62,482.89,40545,0.5301,HDM,YES,HDZ,NO
3130,More than 12 months,DWC,Recurrent,219,118.73,272.77,44114,0.77,HDM,YES,HDZ,NO
3131,7-12 months,DWC,Recurrent,37,16.89,193.99,5375,0.6957,HDM,NO,HDZ,YES
3132,1 - 2 months,DWC,Recurrent,22,20.61,256.06,4355,0.5196,HDM,NO,HDZ,YES
3133,1 - 2 months,DWC,New,10,10.95,284.72,2447,0.4858,HDM,NO,HDZ,NO
3134,1 - 2 months,DWC,Recurrent,8,5.43,216.08,939,0.7731,LDM,NO,HDZ,YES
3135,7-12 months,DWC,Recurrent,245,154.43,278.98,50777,0.7194,HDM,YES,HDZ,NO
3136,1 - 2 months,DWC,New,19,19.71,186.02,3277,0.4973,LDM,NO,LDZ,NO
3137,1 - 2 months,DWC,Recurrent,179,128.37,331.61,44488,0.7863,HDM,YES,HDZ,NO
3138,3 - 6 months,DWC,Reactivated,2,2.12,52.25,150,0.268,HDM,NO,HDZ,YES
3139,More than 12 months,DWC,Recurrent,1,0.3,139.75,98,0.8551,HDM,NO,HDZ,YES
3140,1 - 2 months,DWC,New,10,8.43,177.55,1699,0.5171,HDM,NO,LDZ,YES
3141,1 - 2 months,DWOC,New,177,117.9,302.32,40344,0.7606,HDM,YES,HDZ,NO
3142,1 - 2 months,DWC,New,3,2.49,221.41,477,0.4722,HDM,NO,HDZ,YES
3143,3 - 6 months,DWC,Recurrent,224,111.93,246.97,40393,0.7446,HDM,NO,HDZ,NO
3144,7-12 months,DWC,Reactivated,1,0.6,113.27,81,0.4757,HDM,NO,HDZ,YES
3145,7-12 months,DWC,Recurrent,441,264.32,277.52,91495,0.6946,HDM,NO,HDZ,NO
3146,3 - 6 months,DWC,Recurrent,38,31.36,299.55,8877,0.8615,HDM,NO,HDZ,YES
3147,1 - 2 months,DWC,Recurrent,1,3.92,83.58,80,0.093,HDM,NO,LDZ,YES
3148,More than 12 months,DWC,Recurrent,335,221.12,292.07,73574,0.7779,HDM,YES,HDZ,NO
3149,1 - 2 months,DWOC,Recurrent,144,109.62,256.79,29321,0.6563,HDM,YES,HDZ,YES
3150,1 - 2 months,DWC,Recurrent,10,7.8,182.12,1750,0.5663,HDM,NO,LDZ,YES
3151,1 - 2 months,DWC,New,14,16.24,251.03,3172,0.5194,HDM,NO,LDZ,YES
3152,1 - 2 months,DWC,New,7,5.34,136.69,917,0.5138,HDM,NO,LDZ,YES
3153,3 - 6 months,DWOC,Recurrent,247,170.93,316.62,59088,0.6237,HDM,YES,HDZ,NO
3154,1 - 2 months,DWC,Recurrent,14,10.19,213.18,2865,0.7665,HDM,NO,LDZ,YES
3155,More than 12 months,DWC,Recurrent,17,11.13,307.58,3793,0.7774,HDM,YES,HDZ,YES
3156,7-12 months,DWC,Recurrent,36,22.65,260.98,6924,0.7099,HDM,NO,HDZ,YES
3157,More than 12 months,DWC,Recurrent,268,131.76,231.39,46531,0.7081,HDM,NO,HDZ,NO
3158,3 - 6 months,DWC,Reactivated,8,4.05,139.56,808,0.5481,HDM,NO,HDZ,YES
3159,1 - 2 months,DWC,New,12,8.55,288.48,3180,0.5346,LDM,NO,HDZ,YES
3160,3 - 6 months,DWC,Recurrent,132,77.98,277.72,27147,0.7567,HDM,NO,HDZ,NO
3161,1 - 2 months,DWC,New,3,10.97,249.46,716,0.1777,LDM,NO,LDZ,YES
3162,More than 12 months,DWOC,Recurrent,33,24.82,244.22,6073,0.6445,HDM,NO,HDZ,YES
3163,1 - 2 months,DWC,Recurrent,44,19.09,163.4,6451,0.7138,HDM,NO,HDZ,YES
3164,1 - 2 months,DWC,New,17,11.61,126.37,1998,0.6131,HDM,NO,HDZ,YES
3165,3 - 6 months,DWC,Recurrent,186,142.5,253.61,34946,0.6198,HDM,NO,HDZ,NO
3166,7-12 months,DWC,Recurrent,252,165.9,286.56,53365,0.782,HDM,YES,HDZ,NO
3167,7-12 months,DWC,Recurrent,12,6.01,216.46,2052,0.8733,HDM,NO,HDZ,YES
3168,1 - 2 months,DWC,Recurrent,48,41.73,151.29,7032,0.5997,HDM,NO,LDZ,YES
3169,3 - 6 months,DWC,Recurrent,2,3.24,114.29,219,0.1859,HDM,NO,LDZ,YES
3170,More than 12 months,DWC,Recurrent,82,59.25,234.49,14340,0.6269,HDM,NO,HDZ,NO
3171,1 - 2 months,DWC,New,3,3.28,88.09,253,0.3221,HDM,NO,HDZ,YES
3172,1 - 2 months,DWC,New,3,4.82,523.33,1127,0.7122,LDM,NO,HDZ,YES
3173,1 - 2 months,DWC,New,3,4.2,143.96,310,0.1821,HDM,NO,HDZ,YES
3174,3 - 6 months,DWC,Recurrent,74,34.76,245.62,13841,0.7454,LDM,NO,HDZ,NO
3175,3 - 6 months,DWC,Recurrent,36,35.75,350.04,10338,0.6556,HDM,YES,HDZ,YES
3176,3 - 6 months,DWC,Recurrent,120,129.58,279.13,29156,0.4689,HDM,NO,HDZ,NO
3177,7-12 months,DWC,Recurrent,146,77.73,248.01,27930,0.7478,HDM,NO,HDZ,NO
3178,3 - 6 months,DWC,Recurrent,1,3.95,128.11,123,0.0741,HDM,NO,HDZ,YES
3179,3 - 6 months,DWC,Reactivated,17,10.03,290.49,3608,0.7269,HDM,YES,HDZ,YES
3180,3 - 6 months,DWC,Recurrent,97,71.21,252.42,18721,0.6835,HDM,NO,HDZ,NO
3181,More than 12 months,DWC,Recurrent,48,32.45,296.7,10788,0.6875,HDM,YES,HDZ,YES
3182,7-12 months,DWC,Recurrent,39,17.96,259.67,7709,0.8069,HDM,NO,HDZ,NO
3183,More than 12 months,DWC,Recurrent,96,74.27,290.94,21260,0.6769,LDM,YES,HDZ,NO
3184,7-12 months,DWOC,Recurrent,46,32.13,288.01,10093,0.5428,LDM,YES,HDZ,YES
3185,3 - 6 months,DWC,Recurrent,37,31.83,157.82,5276,0.3909,HDM,NO,LDZ,NO
3186,More than 12 months,DWC,Recurrent,143,101.74,356.3,38925,0.7715,LDM,YES,HDZ,NO
3187,More than 12 months,DWC,Recurrent,229,174.43,308.39,51857,0.6358,LDM,YES,HDZ,NO
3188,3 - 6 months,DWC,Recurrent,29,32.02,270.72,5917,0.4553,LDM,NO,HDZ,NO
3189,1 - 2 months,DWOC,New,43,26.89,223.42,7016,0.7236,HDM,YES,HDZ,YES
3190,3 - 6 months,DWC,Reactivated,1,0.79,78.69,75,0.7805,HDM,NO,LDZ,YES
3191,3 - 6 months,DWC,Reactivated,1,1.35,161.15,156,0.2489,HDM,NO,HDZ,YES
3192,1 - 2 months,DWOC,New,11,30.97,770.14,6573,0.3196,HDM,YES,HDZ,NO
3193,1 - 2 months,DWOC,Recurrent,122,82.03,292.07,26553,0.7343,HDM,YES,HDZ,YES
3194,1 - 2 months,DWOC,New,4,2.69,387.49,1113,0.6783,HDM,NO,HDZ,NO
3195,More than 12 months,DWC,Recurrent,291,220.65,350.79,76350,0.6018,HDM,YES,HDZ,NO
3196,7-12 months,DWOC,Recurrent,105,69.22,264.27,20622,0.7378,HDM,YES,HDZ,YES
3197,1 - 2 months,DWC,New,3,4.08,497.81,1429,0.5137,HDM,NO,HDZ,YES
3198,1 - 2 months,DWC,Recurrent,25,7.45,65.44,1566,0.5411,HDM,NO,LDZ,NO
3199,1 - 2 months,DWC,Recurrent,2,5.7,186.57,345,0.1575,HDM,NO,HDZ,YES
3200,3 - 6 months,DWOC,Recurrent,293,194.61,248.17,53239,0.6013,LDM,NO,HDZ,YES
3201,3 - 6 months,DWC,Recurrent,14,8,206.69,2293,0.7494,LDM,YES,HDZ,NO
3202,3 - 6 months,DWOC,Recurrent,2,37.06,146.75,317,0.0201,LDM,NO,LDZ,YES
3203,7-12 months,DWC,Recurrent,45,27.45,242.55,8238,0.7619,LDM,NO,HDZ,NO
3204,1 - 2 months,DWC,New,31,32.11,217.66,5695,0.4425,HDM,NO,HDZ,NO
3205,3 - 6 months,DWC,Recurrent,85,50.62,240.86,15244,0.7924,HDM,NO,HDZ,NO
3206,More than 12 months,DWC,Recurrent,93,52.24,242.98,16829,0.7942,HDM,YES,HDZ,NO
3207,7-12 months,DWC,Reactivated,3,1.55,197.1,426,0.5532,HDM,NO,HDZ,YES
3208,More than 12 months,DWC,Recurrent,175,105.93,283.14,37570,0.7874,HDM,YES,HDZ,NO
3209,1 - 2 months,DWC,Recurrent,5,5.68,211,839,0.4152,HDM,NO,HDZ,YES
3210,1 - 2 months,DWC,Recurrent,2,2.87,120.91,206,0.2318,HDM,NO,LDZ,YES
3211,1 - 2 months,DWC,New,5,9.17,180.6,864,0.2769,HDM,NO,LDZ,YES
3212,1 - 2 months,DWC,Recurrent,157,104.69,177.31,26663,0.6742,HDM,NO,LDZ,NO
3213,More than 12 months,DWC,Recurrent,19,25.22,350.95,4944,0.4427,HDM,YES,HDZ,NO
3214,7-12 months,DWC,Recurrent,215,143.55,278.67,44319,0.8004,HDM,YES,HDZ,NO
3215,1 - 2 months,DWC,New,1,1.76,306.04,220,0.1968,HDM,NO,HDZ,YES
3216,More than 12 months,DWC,Recurrent,210,142.3,269.5,41402,0.661,HDM,YES,HDZ,NO
3217,3 - 6 months,DWOC,Recurrent,140,80.4,275.39,28269,0.828,HDM,YES,HDZ,YES
3218,1 - 2 months,DWC,New,17,12.04,227.02,3488,0.6541,LDM,NO,LDZ,NO
3219,1 - 2 months,DWC,Recurrent,2,1.89,118.22,226,0.6992,HDM,NO,LDZ,YES
3220,1 - 2 months,DWOC,New,116,70.81,260.2,22197,0.8188,HDM,YES,HDZ,YES
3221,3 - 6 months,DWC,Recurrent,46,26.98,339.87,11827,0.7629,HDM,YES,HDZ,NO
3222,7-12 months,DWC,Reactivated,9,4.86,197.67,1285,0.7253,HDM,NO,HDZ,YES
3223,7-12 months,DWOC,Reactivated,55,35.76,249.18,11053,0.8187,HDM,YES,HDZ,NO
3224,1 - 2 months,DWC,New,17,16.6,214.88,3309,0.4857,HDM,NO,HDZ,YES
3225,1 - 2 months,DWC,New,6,4.08,172.57,873,0.4532,HDM,NO,HDZ,YES
3226,3 - 6 months,DWC,Recurrent,7,7.02,313.74,1892,0.5557,LDM,YES,HDZ,YES
3227,1 - 2 months,DWC,Recurrent,59,28.36,145.82,8245,0.5922,HDM,NO,LDZ,NO
3228,7-12 months,DWC,Reactivated,3,4.73,331.64,916,0.4465,HDM,NO,LDZ,YES
3229,3 - 6 months,DWOC,Recurrent,171,118.62,266.82,36213,0.6589,LDM,NO,HDZ,NO
3230,3 - 6 months,DWC,Reactivated,19,20.52,305.16,4234,0.5079,HDM,NO,HDZ,NO
3231,3 - 6 months,DWC,Reactivated,32,25.32,187.63,5780,0.534,HDM,NO,LDZ,YES
3232,7-12 months,DWC,Recurrent,283,170.38,244.71,51117,0.6822,HDM,NO,HDZ,NO
3233,More than 12 months,DWC,Recurrent,168,102.16,294.19,36332,0.7127,HDM,YES,HDZ,YES
3234,1 - 2 months,DWC,New,1,5.82,114.95,110,0.0321,HDM,NO,HDZ,NO
3235,1 - 2 months,DWC,New,3,8.71,304.09,688,0.1284,HDM,NO,LDZ,YES
3236,3 - 6 months,DWC,Recurrent,5,3.69,161.94,725,0.588,LDM,NO,HDZ,YES
3237,1 - 2 months,DWC,Recurrent,108,58.79,293.26,23402,0.7866,HDM,YES,HDZ,NO
3238,7-12 months,DWC,Recurrent,52,62.88,275.82,11025,0.408,HDM,NO,HDZ,NO
3239,3 - 6 months,DWC,Recurrent,2,4.4,139.5,226,0.1084,LDM,NO,HDZ,YES
3240,More than 12 months,DWC,Recurrent,3,2.61,378.33,839,0.5955,HDM,NO,HDZ,YES
3241,1 - 2 months,DWC,Recurrent,40,29.88,143.03,5551,0.5042,HDM,NO,HDZ,NO
3242,3 - 6 months,DWC,Recurrent,27,22.65,229.95,5842,0.6167,HDM,NO,HDZ,NO
3243,7-12 months,DWC,Recurrent,18,21.03,81.95,1424,0.139,HDM,NO,HDZ,YES
3244,3 - 6 months,DWC,Recurrent,33,19.62,318.31,8165,0.7522,HDM,NO,HDZ,NO
3245,More than 12 months,DWC,Recurrent,59,43.23,320.49,14553,0.7164,HDM,YES,HDZ,NO
3246,1 - 2 months,DWC,Recurrent,55,41.55,185.51,9981,0.6826,HDM,NO,HDZ,YES
3247,3 - 6 months,DWC,Recurrent,24,13.32,292.03,5108,0.8195,HDM,NO,HDZ,NO
3248,7-12 months,DWC,Recurrent,35,27.32,298.85,9254,0.6205,HDM,NO,HDZ,YES
3249,3 - 6 months,DWC,Recurrent,3,18.95,208.95,600,0.0875,LDM,NO,HDZ,YES
3250,1 - 2 months,DWC,New,171,114.21,278.67,35288,0.7615,HDM,YES,HDZ,NO
3251,More than 12 months,DWC,Recurrent,9,41.91,299.25,2096,0.0869,HDM,YES,LDZ,NO
3252,1 - 2 months,DWOC,New,152,101.26,254.47,28596,0.6866,LDM,YES,HDZ,YES
3253,3 - 6 months,DWC,Recurrent,400,212.49,276.08,81130,0.7551,HDM,YES,HDZ,NO
3254,7-12 months,DWC,Recurrent,80,93.15,464.12,28979,0.5561,HDM,YES,HDZ,NO
3255,1 - 2 months,DWC,Recurrent,2,2.88,198.15,380,0.3625,HDM,NO,LDZ,YES
3256,1 - 2 months,DWC,New,3,3.36,171.23,370,0.4647,HDM,NO,HDZ,YES
3257,7-12 months,DWOC,Recurrent,257,160.04,321.06,61022,0.663,LDM,YES,HDZ,NO
3258,1 - 2 months,DWC,New,11,9.93,111.14,1170,0.2865,LDM,NO,LDZ,YES
3259,1 - 2 months,DWC,Recurrent,16,9.39,284.04,3543,0.6686,LDM,NO,HDZ,YES
3260,3 - 6 months,DWC,Reactivated,3,2.13,118.67,341,0.7044,LDM,NO,HDZ,NO
3261,1 - 2 months,DWC,New,36,35.31,129.92,4481,0.3524,HDM,NO,LDZ,NO
3262,7-12 months,DWC,Recurrent,1,0.65,78.5,75,0.8095,LDM,NO,LDZ,YES
3263,7-12 months,DWC,Recurrent,202,132.88,253.26,38202,0.7052,HDM,YES,HDZ,NO
3264,7-12 months,DWOC,Recurrent,280,183.12,301.3,63224,0.7933,HDM,YES,HDZ,NO
3265,3 - 6 months,DWC,Recurrent,120,83.38,284.38,26228,0.7103,HDM,NO,HDZ,NO
3266,1 - 2 months,DWC,New,1,3.66,333.68,319,0.1943,HDM,NO,HDZ,YES
3267,7-12 months,DWC,Reactivated,29,73.22,564,12075,0.29,HDM,NO,HDZ,YES
3268,1 - 2 months,DWOC,New,202,101.06,232.76,34553,0.7843,HDM,YES,HDZ,NO
